"id","createdby","createddate","modifiedby","modifieddate","brand","description","name","price","short_description","thumbnail","unit_in_stock","category_id","brand_id","discount","rating_average"
61,NULL,"2022-03-16 14:35:22.966",NULL,NULL,"SteelSeries","Các loại tai nghe của hãng SteelSeries chắc hẳn không còn xa lạ với những game thủ ở Việt Nam, một trong những thương hiệu Gaming Gear hàng đầu đến từ Đan Mạch. Mỗi dòng tai nghe của hãng luôn ghi điểm với chất lượng âm thanh và thiết kế hiện đại, tiện lợi. Mỗi dòng đều có điểm nổi bật khác nhau, ở đây chúng tôi sẽ giới thiệu chiếc tai nghe SteelSeries Arctis 3 2019 Edition (Đen) với mức giá tầm trung, thích hợp với các đối tượng đang là học sinh và sinh viên.","Tai nghe Over-ear SteelSeries Arctis 3 2019 Edition (Đen)",1790000.0,"",7095661,50,3,11,NULL,NULL
62,NULL,"2022-03-16 14:35:53.465",NULL,NULL,"Acer","Với thiết kế lớn lên tới 19.5 inch, độ phân giải sắc nét 1600 x 900 Pixels at 60 Hz cho phép màn vi tính hình Acer,có khả năng hiện thị hình ảnh một cách rõ nét và chân thực giúp phục vụ bạn trong công việc lẫn giải trí một cách hiệu quả hơn. Ngoài ra với việc thiết kế bắt mắt với khối lượng 2.7 kg cho phép màn hình vi tính Acer K202HQL có độ vững chắc nhất định cho chân máy.","Màn Hình Acer 19.5"" K202HQL (1600x900/TN/60Hz/5ms)",2790000.0,NULL,7095664,69,6,4,NULL,NULL
63,NULL,"2022-03-16 14:36:48.681",NULL,NULL,"HyperX","Dù bạn muốn tai nghe gaming có âm thanh nổi được thiết kế riêng theo nhu cầu của từng thế hệ máy chơi game, chắc chắn sẽ có loại tai nghe Cloud hợp với bạn. Mỗi kiểu tai nghe Cloud đều được thiết kế để giúp bạn dẫn đầu trong thời gian lâu hơn nhờ sự thoải mái của mũ chụp tai đàn hồi đặc biệt đã được công nhận của HyperX.","Tai nghe HyperX Cloud Stinger Core (4P4F4AA)",890000.0,"",7095674,50,3,12,NULL,NULL
64,NULL,"2022-03-16 14:37:17.865",NULL,NULL,"Acer","ED242QR được sản xuất bởi tập đoàn Acer, chuyên sản xuất các loại máy tính để bàn, thiết bị lưu trữ và màn hình hiển thị... Các sản phẩm mới của Acer đều được áp dụng công nghệ tiên tiến, mang lại giá trị tốt nhất cho người dung, LCD Acer 24 inches được thiết kế cạnh viền mỏng và sang trọng, kèm theo đó là đế chắc chắn giúp bạn có thể lắp đặt trong bàn làm việc một cách dễ dàng. Với màn hình cong VA, bạn sẽ được tận hưởng một trải nghiệm tuyệt đẹp, cùng những chi tiết sắc nét trên màn hình gần như không có viền.","Màn hình LCD ACER ED242QR (1920 x 1080/VA/75Hz/4 ms)",3390000.0,NULL,7095699,69,7,4,NULL,NULL
65,NULL,"2022-03-16 14:38:01.115",NULL,NULL,"HyperX","FLIGHT WIRELESS (HX-HSCF-BK/AM) có đệm tai mút hoạt tính giả da và dây đeo được bọc da lót đệm siêu mềm mang lại cho bạn sự thoải mái tối đa, thậm chí ngay cả khi bạn chìm trong một cuộc chiến vô tận. Tai nghe mang tới sự thư giãn tuyệt vời cho đôi tai của bạn với khả năng tái tạo âm bass tăng cường, với các âm lượng cao, trung và thấp. Đây là tai nghe được tối ưu hóa cho các game thủ nhà nghề với micro hiện đại, giúp âm thanh được truyền đi chính xác, to rõ.","Tai nghe Over-ear HyperX CLOUD FLIGHT WIRELESS (4P5L4AA#ABL)",2690000.0,"",7095702,50,3,12,NULL,NULL
66,NULL,"2022-03-16 14:40:44.221",NULL,NULL,"Acer","Kích thước: 27"" (1920 x 1080), Tỷ lệ 16:9
- Tấm nền IPS, Góc nhìn: 178 (H) / 178 (V)
- Tần số quét: 75Hz , Thời gian phản hồi 4 ms
- HIển thị màu sắc: 16.7 triệu màu
- Cổng hình ảnh: , 1 x HDMI, 1 x VGA/D-sub
","Màn hình LCD ACER ED272 A (1920 x 1080/IPS/75Hz/4 ms)",4299000.0,NULL,7095716,69,7,4,NULL,NULL
67,NULL,"2022-03-16 14:41:24.723",NULL,NULL,"Acer","Màn hình LCD Acer Predator XB253Q GX được sản xuất bởi tập đoàn Acer, chuyên sản xuất các loại máy tính để bàn, thiết bị lưu trữ và màn hình hiển thị... Các sản phẩm mới của Acer đều được áp dụng công nghệ tiên tiến, mang lại giá trị tốt nhất cho người dùng. Màn hình Acer Nitro XB253Q GX 24.5 inches được thiết kế 3 cạnh viền khá mỏng và chắc chắn, kèm theo đó là đế chắc chắn giúp bạn có thể lắp đặt trong bàn làm việc một cách dễ dàng. Với màn hình Acer, bạn sẽ được tận hưởng một trải nghiệm tuyệt đẹp, cùng những chi tiết sắc nét trên màn hình.","Màn hình LCD ACER XB253Q GX (1920 x 1080/IPS/240Hz/0.5 ms/G-Sync)",47790000.0,NULL,7095720,69,7,4,NULL,NULL
68,NULL,"2022-03-16 14:41:25.794",NULL,NULL,"HyperX","Tai nghe không dây HyperX Cloud II Wireless được thiết kế với khối lượng chỉ 309g, cùng với đó là lực kẹp và sự phân bố trọng lượng nhằm tạo ra một chiếc headphone thoải mái, không gây áp lực cho tai bạn trong suốt những trận game dài hơi.","Tai nghe không dây HyperX Cloud II Wireless (Đỏ) (4P5K4AA)",3690000.0,"",7095721,50,3,12,NULL,NULL
69,NULL,"2022-03-16 14:42:07.998",NULL,NULL,"Acer","Màn hình cong gaming ACER 27 inch ED273URP hoàn thiện với tấm nền VA, tinh hoa công nghệ hiển thị từ ông lớn Samsung. Nhờ tấm nền này LCD ACER ED273URP sở hữu góc nhìn cực rộng (178°x178°), thời gian phản hồi nhanh (4ms) và tần số quét ấn tượng (144Hz), tất cả mang lại trải nghiệm game vô cùng mượt mà, không hề có hiện tượng xé hình, giật hình.","Màn hình Acer 27"" ED273URP (2k/VA/144Hz/4ms)",7990000.0,NULL,7095732,69,7,4,NULL,NULL
70,NULL,"2022-03-16 14:42:39.561",NULL,NULL,"Acer","Kích thước: 21.5"" (1920 x 1080), Tỷ lệ 16:9
- Tấm nền VA, Góc nhìn: 178 (H) / 178 (V)
- Tần số quét: 75Hz , Thời gian phản hồi 5 ms
- HIển thị màu sắc: 16.7 triệu màu
- Cổng hình ảnh: , 1 x HDMI 1.4, 1 x VGA/D-sub
","Màn hình LCD ACER EK220Q (1920 x 1080/VA/75Hz/5 ms)",3200000.0,NULL,7095734,69,7,4,NULL,NULL
71,NULL,"2022-03-16 14:42:41.563",NULL,NULL,"HyperX","Tai nghe không dây Gaming Kingston HyperX Cloud Stinger Core 7.1 (Đen) có chất lượng âm thanh đa chiều nhờ vào màng loa 40mm, chức năng tăng cường âm và thiết kế chụp tai đóng kín, ngăn tạp âm từ môi trường xung quanh, để bạn có thể tập trung, thoải mái đắm chìm vào game.","Tai nghe không dây Gaming HyperX Cloud Stinger Core 7.1 (4P4F0AA) (Đen)",1690000.0,"",7095735,50,3,12,NULL,NULL
72,NULL,"2022-03-16 14:43:27.356",NULL,NULL,"HP","Màn hình LCD OMEN 27 inch 6FN08AA (2560 x 1440, TN, 240Hz, 1ms) là dòng màn hình mang thương hiệu của HP, sở hữu kích thước màn hình 27 inch QHD và được bao phủ toàn bộ bằng tông màu đen điểm thêm một chi tiết màu đỏ phía sau đơn giản lại đậm cá tính, sẽ là một công cụ mang đến không gian làm việc và học tập của bạn trở nên nhẹ nhàng nhưng lại sang trọng.","Màn hình LCD HP OMEN 6FN08AA (2560 x 1440/240Hz/1 ms/FreeSync)",15990000.0,NULL,7095738,69,7,10,NULL,NULL
73,NULL,"2022-03-16 14:44:02.286",NULL,NULL,"HP","Kích thước: 18.5"" (1366 x 768), Tỷ lệ 16:9
Tấm nền TN
Tần số quét: 60Hz , Thời gian phản hồi 5 ms
 Cổng hình ảnh: , 1 x VGA/D-sub
.","Màn hình LCD HP V19 (1366 x 768/TN/60Hz/5 ms)",2330000.0,NULL,7095740,69,7,10,NULL,NULL
74,NULL,"2022-03-16 14:44:37.053",NULL,NULL,"HP","Màn hình LCD HP 23.8"" P24v_9TT78AA được trang bị với Kích thước: 23.8"" (1920 x 1080), Tỷ lệ 16:9, Tấm nền IPS, Góc nhìn: 178 (H) / 178 (V), Tần số quét: 60Hz và Cổng hình ảnh: , 1 x HDMI, 1 x VGA/D-sub. Đây chính là sản phẩm tạo điểm nhấn cho góc làm việc nếu bạn muốn 1 phong cách sang trọng nhưng không quá cầu kỳ. Màu đen được thiết kế là gam màu chủ đạo của Màn hình máy tính HP P24v 23.8 inch FHD (9TT78AA). Màu đen trong thiết kế này vừa giữ sản phẩm luôn mới, vừa làm toát lên vẻ trang nhã, sang trọng cho không gian bố trí.","Màn hình LCD HP P24v_9TT78AA (1920 x 1080/IPS/60Hz/5 ms)",3890000.0,NULL,7095743,69,7,10,NULL,NULL
75,NULL,"2022-03-16 14:45:16.063",NULL,NULL,"HP","Màn hình LCD HP 18.5inch P19b G4_9TY83AA là dòng màn hình mang thương hiệu của HP, sở hữu kích thước màn hình 18.5 inch HD và được bao phủ toàn bộ bằng tông màu đen đơn giản lại cá tính, sẽ là một công cụ mang đến cho không gian của góc làm việc và học tập của bạn trở nên nhẹ nhàng nhưng lại sang trọng.","Màn hình LCD HP P19b G4_9TY83AA (1366 x 768/TN/60Hz/5 ms)",2800000.0,NULL,7095757,69,7,10,NULL,NULL
76,NULL,"2022-03-16 14:45:53.807",NULL,NULL,"Acer","27 inch Full HD làm giảm sự phơi sáng của ánh sáng màu xanh, có thể có khả năng gây hại, bằng cách điều chỉnh màu sắc và độ sáng. Bạn có thể truy cập và chọn bốn cài đặt bộ lọc khác nhau trên màn hình một cách dễ dàng thông qua menu OSD để tìm một thiết bị phù hợp nhất với công việc hiện tại. Công nghệ Flickerless loại bỏ màn hình nhấp nháy bằng cách cung cấp một nguồn điện ổn định cho màn hình hiển thị. Điều này giảm thiểu các trường hợp mỏi mắt và các bệnh về mắt khác có thể gây hại khi bạn lôi kéo vào các cuộc trò chơi kéo dài.s","Màn Hình cong Acer 27"" ED273 (1920x1080/VA/144Hz/4ms)",5590000.0,NULL,7095758,69,7,4,NULL,NULL
77,NULL,"2022-03-16 14:46:30.867",NULL,NULL,"HP","Màn hình LCD HP 27"" P27v G4 9TT20AA có cấu hình cơ bản với màn hình Full HD, linh hoạt góc nhìn và các cổng kết nối thông dụng đáp ứng dễ dàng mọi nhu cầu sử dụng văn phòng của người dùng. LCD HP P27v G4 9TT20AA trang bị màn hình có kích thước 27 inch cùng độ phân giải 1920 x 1080 pixels Full HD trên kích cỡ màn hình tiêu chuẩn 16:9 cho hình ảnh hiển thị rõ nét từng chi tiết.","Màn hình LCD HP 9TT20AA (1920 x 1080/IPS/60Hz/5 ms)",5200000.0,NULL,7095767,69,7,10,NULL,NULL
78,NULL,"2022-03-16 14:47:03.375",NULL,NULL,"Dell","Màn hình LCD Dell 27"" S2721H là dòng màn hình mang thương hiệu Dell, với kích thước màn hình 27 inch và đi kèm cùng thiết kế chân đế chuyên dụng bức phá mọi hiệu năng, sẽ là một công cụ mang đến cho không gian của góc làm việc và học tập của bạn trở nên nhẹ nhàng nhưng lại không kém phần sang trọng.","Màn hình LCD Dell S2721H (1920 x 1080/IPS/75Hz/8 ms/FreeSync)",5850000.0,NULL,7095775,69,7,5,NULL,NULL
79,NULL,"2022-03-16 14:47:36.509",NULL,NULL,"Dell","Màn hình LCD 24"" Dell S2421HGF có được vẻ ngoài hiện đại, kết hợp cùng khả năng hiển thị 16.7 triệu màu tối ưu. Đồng thời còn sở hữu được công nghệ FreeSync đồng bộ và tạo nên được trải nghiệm hình ảnh chân thực nhất cho người dùng. Đây là sản phẩm phù hợp cho dân văn phòng hoặc là game thủ chuyên nghiệp.","Màn hình LCD Dell S2421HGF (1920 x 1080/TN/144Hz/1 ms/FreeSync)",5190000.0,NULL,7095780,69,7,5,NULL,NULL
80,NULL,"2022-03-16 14:47:39.283",NULL,NULL,"Corsair","Tai nghe không dây Gaming Kingston HyperX Cloud Stinger Core 7.1 (Đen) có chất lượng âm thanh đa chiều nhờ vào màng loa 40mm, chức năng tăng cường âm và thiết kế chụp tai đóng kín, ngăn tạp âm từ môi trường xung quanh, để bạn có thể tập trung, thoải mái đắm chìm vào game.","Tai nghe Corsair HS50 PRO Stereo Carbon (CA-9011215-AP)",1290000.0,"",7095782,50,3,9,NULL,NULL
81,NULL,"2022-03-16 14:48:15.257",NULL,NULL,"Dell","Màn hình LCD Dell 27 E2720H được thiết kế với phần viền mỏng làm tăng trải nghiệm người dùng và với một màn hình khá lớn 27inch để đáp ứng nhu cầu công việc, sản phẩm không quá nặng nề, có thể di chuyển dễ dàng phần chân đế màn hình thiết kế rất to và cứng cáp. Là một sản phẩm phục vụ cho nhân viên văn phòng  nên được thiết kế một cách tối giản tiết kiệm không gian làm việc.","Màn hình LCD Dell E2720H (1920 x 1080/IPS/60Hz/8 ms)",5180000.0,NULL,7095789,69,7,5,NULL,NULL
82,NULL,"2022-03-16 14:48:43.446",NULL,NULL,"Corsair","Tai Nghe Corsair HS70 PRO WIRELESS Carbon (CA-9011211-AP) sở hữu màng loa có kích thước 50mm với âm trầm mạnh mẽ cùng với âm trung và cao sống động. Âm thanh thể hiện chi tiết rõ ràng không chồng chéo, mang đến những chất âm chân thực nhất. Bên cạnh đó, tai nghe còn được tích hợp công nghệ âm thanh 3D cùng âm bass sâu, thể hiện tốt nhất từng thể loại nhạc khác nhau.","Tai nghe Corsair HS70 PRO WIRELESS Carbon (CA-9011211-AP)",2890000.0,"",7095792,50,3,9,NULL,NULL
83,NULL,"2022-03-16 14:48:51.658",NULL,NULL,"Dell","Kích thước: 27"" (1920 x 1080), Tỷ lệ 16:9
Tấm nền IPS, Góc nhìn: 178 (H) / 178 (V)
Tần số quét: 60Hz , Thời gian phản hồi 8 ms
 HIển thị màu sắc: 16.7 triệu màu
 Cổng hình ảnh: , 1 x HDMI 1.4, 1 x VGA/D-sub
","Màn hình LCD Dell E2720HS (1920 x 1080/IPS/60Hz/8 ms)",5850000.0,NULL,7095793,69,7,5,NULL,NULL
84,NULL,"2022-03-16 14:49:57.414",NULL,NULL,"Dell","Màn hình LCD Dell 18.5” E1920H mang lại trải nghiệm sống động về hình ảnh và giao diện sử dụng, là một sản phẩm màn hình máy tính cần thiết cho văn phòng hàng ngày. Hiệu suất màn hình đáp ứng tốt nhu cầu xem các ứng dụng, bảng tính của bạn và màn hình LCD Dell có những đường nét thiết kế gọn gàng, tinh tế, dễ dàng tạo điểm nhấn cho bàn làm việc của bạn.","Màn hình LCD Dell E1920H (1366 x 768/TN/60Hz/5 ms)",2710000.0,NULL,7095798,69,7,5,NULL,NULL
85,NULL,"2022-03-16 14:50:03.98",NULL,NULL,"Asus","Tai nghe không dây Asus ROG STRIX GO 2.4. Kết nối không dây 2,4 GHz có độ trễ thấp thông qua bộ chuyển đổi USB-C tương thích với Nintendo Switch ở chế độ cầm tay, thiết bị thông minh, PC, Mac và PS4, cùng với đầu nối 3,5 mm cho Xbox One và các thiết bị 3,5 mm khác.","Tai nghe không dây Asus ROG Strix Go 2.4 (Đen)",4990000.0,"",7095802,50,3,2,NULL,NULL
86,NULL,"2022-03-16 14:50:30.305",NULL,NULL,"Dell","Kích thước: 21.5""
Độ phân giải: 1920 x 1080 ( 16:9 )
Công nghệ tấm nền: IPS
Góc nhìn: 178 (H) / 178 (V)
Tần số quét: 60Hz
Thời gian phản hồi: 8 ms
","Màn hình LCD Dell SE2219HX (1920 x 1080/IPS/60Hz/8 ms)",2710000.0,NULL,7095806,69,7,5,NULL,NULL
87,NULL,"2022-03-16 14:51:12.586",NULL,NULL,"Dell","Kích thước: 27"" (1920 x 1080), Tỷ lệ 16:9
Tấm nền IPS, Góc nhìn: 178 (H) / 178 (V)
 Tần số quét: 75Hz , Thời gian phản hồi 4 ms
 HIển thị màu sắc: 16.7 triệu màu
 Công nghệ đồng bộ: FreeSync
 Cổng hình ảnh: , 2 x HDMI
","Màn hình LCD Dell S2721HN (1920 x 1080/IPS/75Hz/4 ms/FreeSync)",5577000.0,NULL,7095820,69,7,5,NULL,NULL
88,NULL,"2022-03-16 14:52:05.108",NULL,NULL,"Corsair","Có bộ khung bằng thép với một đệm bọt dày đặc cung cấp sức mạnh, độ bền và sự thoải mái trong những năm tới. Bệ đỡ 4D có kết cấu 3D thêm các vị trí tay vịn thay đổi và tiện nghi bổ sung. Nylon lăn bánh xe cung cấp chuyển động trơn tru trên bề mặt cứng và bảo vệ sàn của bạn từ vết trầy xước.","Ghế chơi game CORSAIR T1 Race (CF-9010001-WW) (Đen)",8990000.0,NULL,7095825,50,8,9,NULL,NULL
89,NULL,"2022-03-16 14:52:38.522",NULL,NULL,"Corsair","Có bộ khung bằng thép với một đệm bọt dày đặc cung cấp sức mạnh, độ bền và sự thoải mái trong những năm tới. Bệ đỡ 4D có kết cấu 3D thêm các vị trí tay vịn thay đổi và tiện nghi bổ sung. Nylon lăn bánh xe cung cấp chuyển động trơn tru trên bề mặt cứng và bảo vệ sàn của bạn từ vết trầy xước.","Ghế chơi game CORSAIR T1 Race (CF-9010005-WW) (Đen phối vàng)",8290000.0,NULL,7095828,50,8,9,NULL,NULL
90,NULL,"2022-03-16 14:52:40.157",NULL,NULL,"Corsair","Harpoon RGB được xem là dòng chuột chơi game giá rẻ của Corsair dành cho đối tượng người dùng phổ thông nói chung và những game thủ mới bắt đầu nói riêng, không muốn đầu tư quá nhiều chi phí để chơi game. Và tại triển lãm công nghệ CES 2019 diễn ra hằng năm, Corsair đã ra mắt phiên bản nâng cấp của Harpoon RGB về cảm biến quang học mới cho mức DPU cao hơn, cùng với khả năng kết nối không dây siêu nhanh sử dụng công nghệ độc quyền mới của hãng có tên SLIPSTREAm, đó chính là Harpooon RGB Wireless.","Chuột gaming không dây CORSAIR Harpoon RGB Wireless - CH-9311011-AP (Đen)",1390000.0,"",7095829,50,4,9,NULL,NULL
91,NULL,"2022-03-16 14:53:10.518",NULL,NULL,"Corsair","Ghế Gaming Corsair T3 Rush Charcoal là dòng ghế được thiết kế độc đáo bởi Corsair với các tính năng vượt trội hơn các dòng ghế trước đây, mang lại cảm giác thích thú và thoải mái hơn cho các game thủ. Hiện nay, chiếc ghế này đang là sự lựa chọn hàng đầu trên thị trường","Ghế Corsair T3 Rush Charcoal (Đen)",5489000.0,NULL,7095832,50,8,9,NULL,NULL
92,NULL,"2022-03-16 14:53:41.531",NULL,NULL,"Corsair","Corsair T3 Rush Gray-White là sản phẩm có thiết kế sang trọng lấy cảm hứng từ đường đua và sự thoải mái với sự kết hợp giữa 2 màu xám trắng độc đáo, chất liệu Polyurethane foam vượt trội, hỗ trợ đệm cổ và thắt lưng bằng mút hoạt tính, đảm bảo mang đến những trải nghiệm tuyệt vời cho người sử dụng.","Ghế Corsair T3 Rush Gray-White",5489000.0,NULL,7095836,50,8,9,NULL,NULL
93,NULL,"2022-03-16 14:54:00.815",NULL,NULL,"Logitech","Chuột gaming Logitech G102 Gen2 Lightsync có một thiết kế hiện đại, cao cấp. Sở hữu công nghệ LIGHTSYNC, cảm biến DPI cao và 6 nút tiện lợi giúp bạn dễ dàng sử dụng làm việc và chơi game hơn. Được trang bị độ phân giải 8000 DPI giúp bạn có thể di chuyển chuột một cách chính xác và mượt mà hơn. Ngoài ra với độ nhạy có thể tùy chỉnh, bạn hãy chọn mức độ phù hợp với những trò chơi của mình.","Chuột gaming Logitech G102 Gen2 Lightsync (Đen)",590000.0,"",7095840,50,4,3,NULL,NULL
94,NULL,"2022-03-16 14:54:15.614",NULL,NULL,"Corsair","Corsair T3 Rush Gray-White là sản phẩm có thiết kế sang trọng lấy cảm hứng từ đường đua và sự thoải mái với sự kết hợp giữa 2 màu xám trắng độc đáo, chất liệu Polyurethane foam vượt trội, hỗ trợ đệm cổ và thắt lưng bằng mút hoạt tính, đảm bảo mang đến những trải nghiệm tuyệt vời cho người sử dụng.","Ghế Corsair T3 Rush Gray-Charcoal",5489000.0,NULL,7095841,50,8,9,NULL,NULL
95,NULL,"2022-03-16 14:54:52.394",NULL,NULL,"DXRacer","Ghế Dxracer Gaming King KS06-NR (Đỏ đen) đem lại sự thoải mái và dễ chịu cho những ngày thi đấu cường độ cao kéo dài","Ghế chơi game DXRacer Gaming King KS06-NR (Đen;Đỏ)",8990000.0,NULL,7095847,50,8,13,NULL,NULL
96,NULL,"2022-03-16 14:55:06.92",NULL,NULL,"Logitech","Chuột chơi game Logitech G304 Wireless (Đen) được thiết kế chuyên dùng cho các game thủ với tông màu đen mạnh mẽ, có kích cỡ 116,6mm x 62,15mm x 38,2mm và khối lượng 99g vừa tay giúp cho các game thủ có thể dễ dàng làm quen với chuột sau 1, 2 giờ sử dụng. Chuột có thiết kế khung đối xứng phù hợp với thói quen sử dụng chuột bằng tay trái hoặc phải của người dùng.","Chuột chơi game Logitech G304 Wireless (Đen)",890000.0,"",7095850,50,4,3,NULL,NULL
97,NULL,"2022-03-16 14:56:03.858",NULL,NULL,"Logitech","Loại bỏ bớt đi thiết kế có dây dễ bị rồi như trên các loại chuột thông thường trước đây. Logitech đã rất ưu ái khi chuột G304 được kết nối không dây với máy tính thông qua LightSpeed mang đến sự tiện lợi và ổn định hơn trong quá trình sử dụng hằng ngày.","Chuột gaming không dây Logitech G304 (Trắng)",890000.0,"",7095860,50,4,3,NULL,NULL
98,NULL,"2022-03-16 14:56:51.539",NULL,NULL,"E-Dra","Ghế Dxracer Gaming King KS06-NR (Đỏ đen) đem lại sự thoải mái và dễ chịu cho những ngày thi đấu cường độ cao kéo dài","Ghế E-Dra Hercules EGC203 Pro (Trắng)",8990000.0,NULL,7095873,50,8,14,NULL,NULL
99,NULL,"2022-03-16 14:57:36.806",NULL,NULL,"Logitech","Logitech G403 có thiết kế thoải mái kèm theo trọng lượng nhẹ, với tay cầm cao su giúp tăng thêm khả năng di chuột của bạn. Ngoài ra bạn có thể tùy chỉnh được trọng lượng của chuột với tùy chọn 10g giúp bạn linh động hơn trong việc sử dụng. Logitech 403 được trang bị cảm biến 16K HERO thế hệ mới hiện đại. Giúp cho chuột của bạn lên một tầm cao mới với khả năng theo dõi 1:1, độ nhạy DPI tối đa 100-16.000DPI, kèm theo là tính năng làm mịn và lọc tăng tốc.","Chuột gaming Logitech G403 Hero",1590000.0,"",7095880,50,4,3,NULL,NULL
100,NULL,"2022-03-16 14:58:21.204",NULL,NULL,"E-Dra","E-Dra Jupiter M EGC204 V2 được làm bằng chất liệu da PU cao cấp với 2 màu đen đỏ sang trọng. Bộ khung ghế chắc chắn, chịu được khối lượng lớn, đặc biệt sản phẩm còn được trang bị kê chân mang đến cho bạn cảm giác thoải mái khi chơi game và làm việc, kể cả trong khoảng thời gian dài.","Ghế E-Dra Jupiter M EGC204 V2 (Đỏ đen)",3190000.0,NULL,7095888,50,8,14,NULL,NULL
101,NULL,"2022-03-16 14:58:49.377",NULL,NULL,"E-Dra","Ultimate EGC2020 LUX được bọc bằng chất liệu da thật cao cấp. Mang lại vẻ ngoài sang trọng đẳng cấp và bền bỉ. Bạn sẽ cảm nhận được đẳng cấp thật sự so với những dòng ghế basic khác. Độ bền của lớp da thật 100% cũng là yếu tố hàng đầu giúp chiếc ghế của bạn có tuổi thọ lâu dài, hạn chế tối đa vấn đề hư rách cũ kỹ.","Ghế E-Dra Ultimate EGC2020 LUX (Đen)",6190000.0,NULL,7095895,50,8,14,NULL,NULL
102,NULL,"2022-03-16 14:59:12.144",NULL,NULL,"Logitech","Logitech G703 có thiết kế thoải mái kèm theo trọng lượng nhẹ, với tay cầm cao su giúp tăng thêm khả năng di chuột của bạn. Ngoài ra bạn có thể tùy chỉnh được trọng lượng của chuột với tùy chọn 10g giúp bạn linh động hơn trong việc sử dụng. Logitech G703 được trang bị cảm biến 16K HERO thế hệ mới hiện đại. Giúp cho chuột của bạn lên một tầm cao mới với khả năng theo dõi 1:1, độ nhạy DPI tối đa 100-16.000DPI, kèm theo là tính năng làm mịn và lọc tăng tốc.","Chuột gaming không dây Logitech G703 Hero",2590000.0,"",7095896,50,4,3,NULL,NULL
103,NULL,"2022-03-16 14:59:17.607",NULL,NULL,"E-Dra","Ghế Gaming E-Dra Ares EGC207 mang dáng vẻ hiện đại, thời thượng, thiết kế tinh tế với các phòng chơi game giúp căn phòng trở nên tươi sáng hơn.","Ghế game E-dra Ares EGC207 (Hồng Đậm)",2990000.0,NULL,7095901,50,8,14,NULL,NULL
104,NULL,"2022-03-16 14:59:44.657",NULL,NULL,"E-Dra","Bộ khung của ghế E-Dra Hercules EGC203 Pro có kết cấu cực kỳ chắc chắn, nhờ lấy thiết kế từ NobleChairs. Ngoài ra dưới mông ghế còn được làm cố định với những thanh thép có độ dày lớn. Đảm bảo được độ bền và ổn đỉnh, ngang với những thương hiệu ghế gaming nổi tiếng.","Ghế E-Dra Hercules EGC203 Pro (Đen)",3649000.0,NULL,7095911,50,8,14,NULL,NULL
105,NULL,"2022-03-16 15:00:11.846",NULL,NULL,"E-Dra","Ghế E-Dra Jupiter M EGC204 có một thiết kế hiện đại cùng đầy đủ những tính năng cần thiết dành cho game thủ. Có kê chân tiện lợi giúp cho bạn có thể kê chân nghỉ ngơi một cách dễ dàng. Ghế có kích thước khá khiêm tốn, phù hợp với những người có thể trạng nhỏ nhắn, trung bình.","Ghế E-Dra Jupiter M EGC204 V2 (Trắng đen)",2199000.0,NULL,7095916,50,8,14,NULL,NULL
106,NULL,"2022-03-16 15:00:40.585",NULL,NULL,"Corsair","Corair là một thương hiệu không còn xa lạ gì với những game thủ trong thời điểm hiện tại. Với những sản phẩm chất lượng và giá cả hợp lý. Chuột gaming CorSAIR M55 RGB Pro cũng là một trong những sản phẩm chất lượng với thiết kế gọn nhẹ chỉ 86g kèm theo đó là các đường vân 2 bên giúp cho khả năng cầm nắm được chắc chắn hơn.","Chuột gaming CorSAIR M55 RGB Pro",990000.0,"",7095919,50,4,9,NULL,NULL
107,NULL,"2022-03-16 15:00:46.615",NULL,NULL,"E-Dra","Bộ khung của ghế E-Dra Hercules EGC203 có kết cấu cực kỳ chắc chắn, nhờ lấy thiết kế từ NobleChairs. Ngoài ra dưới mông ghế còn được làm cố định với những thanh thép có độ dày lớn. Đảm bảo được độ bền và ổn đỉnh, ngang với những thương hiệu ghế gaming nổi tiếng.","Ghế E-Dra Hercules EGC203 (Đen)",3549000.0,NULL,7095921,50,8,14,NULL,NULL
108,NULL,"2022-03-16 15:01:22.997",NULL,NULL,"E-Dra","Ghế E-Dra Citizen ECG200 có một thiết kế theo phong cách đơn giản nhưng không kém phần hiện đại, phù hợp với form người của Việt Nam. Ghế có thể nâng và hạ độ cao được ngã lưng đến 180 độ, cho cảm giác nằm thoải mái.","Ghế E-Dra Citizen EGC200 (Đỏ đen)",2049000.0,NULL,7095934,50,8,14,NULL,NULL
109,NULL,"2022-03-16 15:01:45.892",NULL,NULL,"Corsair","Harpoon RGB được xem là dòng chuột chơi game giá rẻ của Corsair dành cho đối tượng người dùng phổ thông nói chung và những game thủ mới bắt đầu nói riêng, không muốn đầu tư quá nhiều chi phí để chơi game. Và tại triển lãm công nghệ CES 2019 diễn ra hằng năm, Corsair đã ra mắt phiên bản nâng cấp của Harpoon RGB về cảm biến quang học mới cho mức DPU cao hơn, cùng với khả năng kết nối không dây siêu nhanh sử dụng công nghệ độc quyền mới của hãng có tên SLIPSTREAm, đó chính là Harpooon RGB Wireless.","Chuột gaming không dây CORSAIR Harpoon RGB Wireless - CH-9311011-AP (Đen)",1990000.0,"",7095937,50,4,9,NULL,NULL
